"Country or Area","Age","Reliability","Source Year","Value","Value Footnotes"
"Venezuela (Bolivarian Republic of)","44","Final figure, complete","2019","400767",""
"Venezuela (Bolivarian Republic of)","45","Final figure, complete","2019","394119",""
"Venezuela (Bolivarian Republic of)","45 - 49","Final figure, complete","2019","1910427",""
"Venezuela (Bolivarian Republic of)","46","Final figure, complete","2019","388068",""
"Venezuela (Bolivarian Republic of)","47","Final figure, complete","2019","381823",""
"Venezuela (Bolivarian Republic of)","48","Final figure, complete","2019","375375",""
"Venezuela (Bolivarian Republic of)","49","Final figure, complete","2019","371042",""
"Venezuela (Bolivarian Republic of)","50","Final figure, complete","2019","366535",""
"Venezuela (Bolivarian Republic of)","50 - 54","Final figure, complete","2019","1781279",""
"Venezuela (Bolivarian Republic of)","51","Final figure, complete","2019","362549",""
"Venezuela (Bolivarian Republic of)","52","Final figure, complete","2019","358141",""
"Venezuela (Bolivarian Republic of)","53","Final figure, complete","2019","353018",""
"Venezuela (Bolivarian Republic of)","54","Final figure, complete","2019","341036",""
"Venezuela (Bolivarian Republic of)","55","Final figure, complete","2019","329084",""
"Venezuela (Bolivarian Republic of)","55 - 59","Final figure, complete","2019","1529356",""
"Venezuela (Bolivarian Republic of)","56","Final figure, complete","2019","318079",""
"Venezuela (Bolivarian Republic of)","57","Final figure, complete","2019","306847",""
"Venezuela (Bolivarian Republic of)","58","Final figure, complete","2019","295207",""
"Venezuela (Bolivarian Republic of)","59","Final figure, complete","2019","280139",""
"Venezuela (Bolivarian Republic of)","60","Final figure, complete","2019","265121",""
"Venezuela (Bolivarian Republic of)","60 - 64","Final figure, complete","2019","1187457",""
"Venezuela (Bolivarian Republic of)","61","Final figure, complete","2019","251110",""
"Venezuela (Bolivarian Republic of)","62","Final figure, complete","2019","237308",""
"Venezuela (Bolivarian Republic of)","63","Final figure, complete","2019","223519",""
"Venezuela (Bolivarian Republic of)","64","Final figure, complete","2019","210399",""
"Venezuela (Bolivarian Republic of)","65","Final figure, complete","2019","197309",""
"Venezuela (Bolivarian Republic of)","65 - 69","Final figure, complete","2019","859994",""
"Venezuela (Bolivarian Republic of)","66","Final figure, complete","2019","184171",""
"Venezuela (Bolivarian Republic of)","67","Final figure, complete","2019","170943",""
"Venezuela (Bolivarian Republic of)","68","Final figure, complete","2019","157674",""
"Venezuela (Bolivarian Republic of)","69","Final figure, complete","2019","149897",""
"Venezuela (Bolivarian Republic of)","70","Final figure, complete","2019","141043",""
"Venezuela (Bolivarian Republic of)","70 - 74","Final figure, complete","2019","608292",""
"Venezuela (Bolivarian Republic of)","71","Final figure, complete","2019","130857",""
"Venezuela (Bolivarian Republic of)","72","Final figure, complete","2019","121146",""
"Venezuela (Bolivarian Republic of)","73","Final figure, complete","2019","111932",""
"Venezuela (Bolivarian Republic of)","74","Final figure, complete","2019","103314",""
"Venezuela (Bolivarian Republic of)","75","Final figure, complete","2019","95091",""
"Venezuela (Bolivarian Republic of)","75 - 79","Final figure, complete","2019","400939",""
"Venezuela (Bolivarian Republic of)","76","Final figure, complete","2019","87277",""
"Venezuela (Bolivarian Republic of)","77","Final figure, complete","2019","79815",""
"Venezuela (Bolivarian Republic of)","78","Final figure, complete","2019","72734",""
"Venezuela (Bolivarian Republic of)","79","Final figure, complete","2019","66022",""
"Venezuela (Bolivarian Republic of)","80","Final figure, complete","2019","59606",""
"Venezuela (Bolivarian Republic of)","80 - 84","Final figure, complete","2019","241693",""
"Venezuela (Bolivarian Republic of)","81","Final figure, complete","2019","53604",""
"Venezuela (Bolivarian Republic of)","82","Final figure, complete","2019","47958",""
"Venezuela (Bolivarian Republic of)","83","Final figure, complete","2019","42698",""
"Venezuela (Bolivarian Republic of)","84","Final figure, complete","2019","37827",""
"Venezuela (Bolivarian Republic of)","85","Final figure, complete","2019","33337",""
"Venezuela (Bolivarian Republic of)","85 - 89","Final figure, complete","2019","129442",""
"Venezuela (Bolivarian Republic of)","86","Final figure, complete","2019","29228",""
"Venezuela (Bolivarian Republic of)","87","Final figure, complete","2019","25517",""
"Venezuela (Bolivarian Republic of)","88","Final figure, complete","2019","22168",""
"Venezuela (Bolivarian Republic of)","89","Final figure, complete","2019","19192",""
"Venezuela (Bolivarian Republic of)","90","Final figure, complete","2019","16515",""
"Venezuela (Bolivarian Republic of)","90 - 94","Final figure, complete","2019","61304",""
"Venezuela (Bolivarian Republic of)","91","Final figure, complete","2019","14147",""
"Venezuela (Bolivarian Republic of)","92","Final figure, complete","2019","12016",""
"Venezuela (Bolivarian Republic of)","93","Final figure, complete","2019","10136",""
"Venezuela (Bolivarian Republic of)","94","Final figure, complete","2019","8490",""
"Venezuela (Bolivarian Republic of)","95","Final figure, complete","2019","7045",""
"Venezuela (Bolivarian Republic of)","95 - 99","Final figure, complete","2019","24517",""
"Venezuela (Bolivarian Republic of)","96","Final figure, complete","2019","5804",""
"Venezuela (Bolivarian Republic of)","97","Final figure, complete","2019","4753",""
"Venezuela (Bolivarian Republic of)","98","Final figure, complete","2019","3850",""
"Venezuela (Bolivarian Republic of)","99","Final figure, complete","2019","3065",""
"Venezuela (Bolivarian Republic of)","100 +","Final figure, complete","2019","6136",""
"Viet Nam","Total","Final figure, complete","2019","96208984",""
"Viet Nam","0 - 4","Final figure, complete","2019","7819326",""
"Viet Nam","5 - 9","Final figure, complete","2019","8332719",""
"Viet Nam","10 - 14","Final figure, complete","2019","7219837",""
"Viet Nam","15 - 19","Final figure, complete","2019","6506217",""
"Viet Nam","20 - 24","Final figure, complete","2019","6675703",""
"Viet Nam","25 - 29","Final figure, complete","2019","8447977",""
"Viet Nam","30 - 34","Final figure, complete","2019","8393810",""
"Viet Nam","35 - 39","Final figure, complete","2019","7692386",""
"Viet Nam","40 - 44","Final figure, complete","2019","6684119",""
"Viet Nam","45 - 49","Final figure, complete","2019","6257471",""
"Viet Nam","50 - 54","Final figure, complete","2019","5662010",""
"Viet Nam","55 - 59","Final figure, complete","2019","5108724",""
"Viet Nam","60 - 64","Final figure, complete","2019","3992034",""
"Viet Nam","65 - 69","Final figure, complete","2019","2685271",""
"Viet Nam","70 - 74","Final figure, complete","2019","1640850",""
"Viet Nam","75 - 79","Final figure, complete","2019","1171811",""
"Viet Nam","80 - 84","Final figure, complete","2019","907732",""
"Viet Nam","85 +","Final figure, complete","2019","1010987",""

"footnoteSeqID","Footnote"
"1","Population statistics are compiled from registers."
"2","Based on the results of the 2011 Population Census."
"3","Data based on the 2010 Population Census."
"4","Bermuda is 100 per cent urban."
"5","Based on the results of the 2016 Population Census."
"6","Excluding diplomatic personnel outside the country and including members of alien armed forces not living in military camps and foreign diplomatic personnel not living in embassies or consulates."
"7","Including armed forces stationed in the area."
"8","Data refer to resident population which includes resident Maldivians and resident foreigners."
"9","Based on the results of the 2014 Population Census."
"10","The population projections of CONAPO (National Population Council)."
"11","Data refer to national projections."
